10301,39,2016-09-02 00:00:00,308.176
10302,45,2016-09-02 00:00:00,4.812
10303,56,2016-09-02 00:00:00,279.85
10304,75,2016-09-02 00:00:00,185.656
10305,77,2016-09-02 00:00:00,127.775
10306,110,2016-09-02 00:00:00,313.333
10307,114,2016-09-02 00:00:00,792.8330000000001
10308,124,2016-09-02 00:00:00,23.7
10309,82,2016-09-02 00:00:00,49.5539
10310,152,2016-09-02 00:00:00,8.6977
10311,153,2016-09-02 00:00:00,19.4
10312,675,2016-09-02 00:00:00,40.5
10313,683,2016-09-02 00:00:00,1.4
10314,702,2016-09-02 00:00:00,9.6
10315,723,2016-09-02 00:00:00,65.3
10316,724,2016-09-02 00:00:00,14.7
10317,729,2016-09-02 00:00:00,3.7
10318,1232,2016-09-02 00:00:00,274.967
10319,1245,2016-09-02 00:00:00,64.1875
10320,1262,2016-09-02 00:00:00,111.04
10321,1273,2016-09-02 00:00:00,200.0
10322,1277,2016-09-02 00:00:00,145.291
10323,1285,2016-09-02 00:00:00,228.0
10324,1300,2016-09-02 00:00:00,56.7226
10325,1303,2016-09-02 00:00:00,587.373
10326,39,2016-09-02 01:00:00,313.636
10327,45,2016-09-02 01:00:00,4.7779
10328,56,2016-09-02 01:00:00,272.341
10329,75,2016-09-02 01:00:00,182.926
10330,77,2016-09-02 01:00:00,126.683
10331,82,2016-09-02 01:00:00,48.7348
10332,110,2016-09-02 01:00:00,317.0
10333,114,2016-09-02 01:00:00,779.5
10334,124,2016-09-02 01:00:00,20.2
10335,152,2016-09-02 01:00:00,7.6463
10336,153,2016-09-02 01:00:00,17.2
10337,675,2016-09-02 01:00:00,40.4
10338,683,2016-09-02 01:00:00,1.4
10339,702,2016-09-02 01:00:00,9.6
10340,723,2016-09-02 01:00:00,62.9
10341,724,2016-09-02 01:00:00,14.6
10342,729,2016-09-02 01:00:00,3.7
10343,1232,2016-09-02 01:00:00,268.01
10344,1245,2016-09-02 01:00:00,66.9375
10345,1262,2016-09-02 01:00:00,108.68
10346,1273,2016-09-02 01:00:00,195.0
10347,1277,2016-09-02 01:00:00,126.963
10348,1285,2016-09-02 01:00:00,216.0
10349,1300,2016-09-02 01:00:00,57.2092
10350,1303,2016-09-02 01:00:00,561.372
10351,39,2016-09-02 02:00:00,315.684
10352,45,2016-09-02 02:00:00,4.7779
10353,56,2016-09-02 02:00:00,265.175
10354,75,2016-09-02 02:00:00,166.545
10355,77,2016-09-02 02:00:00,125.591
10356,82,2016-09-02 02:00:00,88.8693
10357,110,2016-09-02 02:00:00,327.125
10358,114,2016-09-02 02:00:00,744.0
10359,124,2016-09-02 02:00:00,20.0
10360,152,2016-09-02 02:00:00,7.718999999999999
10361,153,2016-09-02 02:00:00,16.1
10362,675,2016-09-02 02:00:00,40.4
10363,683,2016-09-02 02:00:00,1.4
10364,702,2016-09-02 02:00:00,9.4
10365,1232,2016-09-02 02:00:00,257.027
10366,723,2016-09-02 02:00:00,62.0
10367,724,2016-09-02 02:00:00,14.6
10368,729,2016-09-02 02:00:00,3.8
10369,1245,2016-09-02 02:00:00,61.2812
10370,1262,2016-09-02 02:00:00,76.88
10371,1273,2016-09-02 02:00:00,189.0
10372,1277,2016-09-02 02:00:00,120.298
10373,1285,2016-09-02 02:00:00,209.0
10374,1300,2016-09-02 02:00:00,54.3141
10375,1303,2016-09-02 02:00:00,548.6990000000001
10376,39,2016-09-02 03:00:00,317.04900000000004
10377,45,2016-09-02 03:00:00,4.7779
10378,56,2016-09-02 03:00:00,260.397
10379,75,2016-09-02 03:00:00,158.35399999999998
10380,77,2016-09-02 03:00:00,140.88
10381,82,2016-09-02 03:00:00,71.9418
10382,110,2016-09-02 03:00:00,315.875
10383,114,2016-09-02 03:00:00,749.5
10384,124,2016-09-02 03:00:00,19.9
10385,152,2016-09-02 03:00:00,7.843
10386,153,2016-09-02 03:00:00,16.0
10387,675,2016-09-02 03:00:00,39.9
10388,683,2016-09-02 03:00:00,1.6
10389,702,2016-09-02 03:00:00,9.6
10390,723,2016-09-02 03:00:00,61.7
10391,1232,2016-09-02 03:00:00,247.99
